Type,Electrolyte,Potential [V],Period [s],Rat_first,Rat_first.1
Enode,KCl,0.8,0.0010000000000000009,0.7596170112269531,0.04086369036508632
Enode,KCl,0.8,0.001999999999999988,0.7243062032400389,0.030706284008275388
Enode,KCl,0.8,0.0049999999999999906,0.9896661891932347,0.030712147299552153
Enode,KCl,0.8,0.009999999999999995,0.8834993050663617,0.04658244891915962
Enode,KCl,0.8,0.01999999999999999,0.9030509542336905,0.005364439215599361
Enode,KCl,0.8,0.04000000000000001,0.9392413913743681,0.028576358845982835
Enode,KCl,0.8,0.04999999999999999,0.7793348798405163,0.16296978986062813
Enode,KCl,0.8,0.07999999999999999,0.8970833478687643,0.099010699413075
Enode,KCl,0.8,0.1,0.7029319733415912,0.06602947000217621
Enode,KCl,0.8,0.19999999999999998,0.9651941526426558,0.05329164631903974
Enode,KCl,0.8,0.4,0.9915884292863887,0.02942719443301722
Enode,KCl,0.8,0.5,1.0120445025981435,0.012423036745539963
Enode,KCl,0.8,0.75,1.008444328239973,0.000883818602820568
Enode,KCl,0.8,1.0,1.0145103133583493,0.018953447865415873
Enode,KCl,0.8,1.5,1.0097236080663436,0.013484343456798598
Enode,KCl,0.8,2.0,1.020595537306429,0.0473659281883517
